Show,Season,Week_Number,Air_Date,Episode_Number,Episode_Type,Network_TV_Spend,Cable_TV_Spend,Digital_Spend,Impressions,True_Viewership,Revenue,Holiday,LeadIn_Bonus
Show1,3,7,2022-10-16,2,Regular,27803.637829013656,9267.879276337884,23169.698190844712,106580612,212936.5694923773,147727.36571428573,0,1
Show1,3,8,2022-10-23,3,Regular,29201.76007346783,9733.920024489276,24334.80006122319,111940080,231905.9919316136,166772.94714285713,0,0
Show1,3,9,2022-10-30,4,Regular,23705.608485206143,7901.869495068714,19754.673737671787,90871499,231178.68167354687,161384.26,0,1
Show1,3,10,2022-11-06,5,Regular,24252.684754537524,8084.228251512507,20210.570628781268,92968626,247255.22178812049,173616.27,0,0
Show1,3,11,2022-11-13,6,Regular,20934.734009790114,6978.24466993004,17445.611674825097,80249814,228785.0608985468,162140.12714285712,0,0
Show1,3,12,2022-11-20,7,Regular,17182.43310378651,5727.477701262169,14318.69425315542,65865993,231962.64392531425,163523.64714285714,0,0
Show1,3,13,2022-11-27,8,Regular,17128.02130706493,5709.34043568831,14273.351089220776,65657415,225367.1344498085,158095.98857142855,1,0
Show1,3,14,2022-12-04,9,Regular,16953.84964868469,5651.283216228229,14128.208040570576,64989757,213946.6638120037,150543.48714285714,0,0
Show1,3,15,2022-12-11,10,Finale,12811.080806858634,4270.360268952878,10675.900672382197,49109144,206996.18641579396,149872.30857142856,0,0
Show1,4,1,2023-09-03,0,PreLaunch,14868.82755747515,12390.689631229294,4956.275852491717,64431586,111687.5857741664,78116.95714285714,0,0
Show1,4,2,2023-09-10,0,PreLaunch,11070.382343865382,9225.31861988782,3690.127447955128,47971656,135890.47591302387,95396.60714285714,0,0
Show1,4,3,2023-09-17,0,PreLaunch,18551.83286464324,15459.860720536037,6183.944288214414,80391275,149849.60883015222,106469.12714285716,0,0
Show1,4,4,2023-09-24,0,PreLaunch,19453.590774459328,16211.325645382774,6484.53025815311,84298893,167248.11281965775,118922.65,0,0
Show1,4,5,2023-10-01,0,PreLaunch,20787.841391858856,17323.201159882377,6929.28046395295,90080645,196754.65068684143,140063.79285714286,0,0
Show1,4,6,2023-10-08,1,Premiere,23787.72183040512,19823.1015253376,7929.240610135038,103080128,205316.64146139403,145033.06857142856,0,1
Show1,4,7,2023-10-15,2,Regular,20603.394219597707,17169.49518299809,6867.798073199235,89281375,207899.1948455977,143153.13857142857,0,0
Show1,4,8,2023-10-22,3,Regular,25149.415145560684,20957.845954633904,8383.138381853561,108980799,224333.4672927473,160697.76,0,1
Show1,4,9,2023-10-29,4,Regular,24730.24838503825,20608.54032086521,8243.416128346083,107164410,251520.0264744197,173180.73,0,0
Show1,4,10,2023-11-05,5,Regular,25298.21544555273,21081.84620462728,8432.73848185091,109625599,248266.57998258187,174537.94857142857,0,0
Show1,4,11,2023-11-12,6,Regular,19156.96425287569,15964.13687739641,6385.654750958564,83013512,261690.32267097663,181209.35857142857,0,0
Show1,4,12,2023-11-19,7,Regular,16882.358688563534,14068.632240469611,5627.452896187844,73156887,223195.44215569305,156093.6557142857,0,1
Show1,4,13,2023-11-26,8,Regular,15701.177132033728,13084.314276694771,5233.725710677909,68038435,239790.21817836483,168641.49285714285,0,0
Show1,4,14,2023-12-03,9,Regular,16038.958213766313,13365.798511471923,5346.31940458877,69502152,222972.02240308284,156796.95285714284,1,0
Show1,4,15,2023-12-10,10,Finale,13279.822855276738,11066.519046063946,4426.607618425579,57545899,209549.95514443112,147569.10285714286,0,0
Show1,5,1,2024-09-01,0,PreLaunch,4058.6741983855545,10146.685495963888,12176.022595156664,41939634,115194.23330996884,82494.86571428573,0,0
Show1,5,2,2024-09-08,0,PreLaunch,5256.633716556678,13141.584291391697,15769.901149670037,54318549,139778.29735014908,98478.75,0,0
Show1,5,3,2024-09-15,0,PreLaunch,5769.758599627452,14424.39649906863,17309.275798882354,59620839,152979.15626087153,106711.9,0,0
Show1,5,4,2024-09-22,0,PreLaunch,7051.271779628287,17628.179449070714,21153.81533888486,72863141,179792.30720772248,127587.97,0,0
Show1,5,5,2024-09-29,0,PreLaunch,6641.390647230461,16603.476618076154,19924.171941691387,68627703,182820.74891979975,130149.12285714284,0,0
Show1,5,6,2024-10-06,1,Premiere,7599.694027673182,18999.23506918296,22799.082083019548,78530171,195741.76485007568,134616.2942857143,0,0
Show1,5,7,2024-10-13,2,Regular,8235.335868743865,20588.339671859663,24706.0076062316,85098471,204502.9798290105,144373.78714285715,0,1
Show1,5,8,2024-10-20,3,Regular,7316.987187315327,18292.46796828832,21950.961561945984,75608868,209376.0985561009,148031.35714285713,0,0
Show1,5,9,2024-10-27,4,Regular,8194.871240928947,20487.17810232237,24584.61372278685,84680336,219421.8016888204,152942.3414285714,0,0
Show1,5,10,2024-11-03,5,Regular,7538.734485683184,18846.83621420796,22616.203457049556,77900255,205956.4103119613,147002.8442857143,0,0
Show1,5,11,2024-11-10,6,Regular,6738.1376340653305,16845.344085163328,20214.412902195996,69627422,204338.8964748464,142730.60571428572,0,0
Show1,5,12,2024-11-17,7,Regular,5978.824204056032,14947.060510140082,17936.472612168098,61781184,211957.8099407332,148636.63571428572,0,0
Show1,5,13,2024-11-24,8,Regular,4730.30591764569,11825.764794114224,14190.91775293707,48879828,195494.71268212167,136507.95285714287,1,0
Show1,5,14,2024-12-01,9,Regular,4691.928821502681,11729.8220537567,14075.786464508044,48483264,184796.54567374216,129386.37142857142,0,0
Show1,5,15,2024-12-08,10,Finale,4138.836635774242,10347.091589435604,12416.509907322725,42767978,177611.74240321363,122381.10571428572,0,0
Show2,1,1,2020-09-07,0,PreLaunch,13796.584096167571,16555.900915401086,5518.6336384670285,70822466,41574.05310183109,28503.15,0,0
Show2,1,2,2020-09-14,0,PreLaunch,13176.849493304451,15812.219391965342,5270.73979732178,67641161,53069.6181317646,37994.93,0,0
Show2,1,3,2020-09-21,0,PreLaunch,12261.917081245703,14714.300497494847,4904.7668324982815,62944508,63120.92762718415,43650.04,0,0
Show2,1,4,2020-09-28,0,PreLaunch,12098.439220875003,14518.127065050006,4839.375688350002,62105322,78391.21221985972,54096.68428571429,0,0
Show2,1,5,2020-10-05,0,PreLaunch,8721.066696713006,10465.280036055608,3488.426678685202,44768143,66845.59011402345,45352.467142857146,0,0
Show2,1,6,2020-10-12,1,Premiere,8792.186049190941,10550.62325902913,3516.8744196763764,45133222,75250.63337942668,52194.62,0,0
Show2,1,7,2020-10-19,2,Regular,7975.891674830759,9571.070009796911,3190.3566699323032,40942911,57239.16492473149,39310.09,0,0
Show2,1,8,2020-10-26,3,Regular,6060.921588525719,7273.105906230861,2424.3686354102874,31112731,69982.92869007612,50137.18,0,0
Show2,1,9,2020-11-02,4,Regular,6945.820693883581,8334.984832660297,2778.3282775534326,35655213,64004.62356128212,45449.56571428572,0,0
Show2,1,10,2020-11-09,5,Regular,6467.290849247802,7760.749019097362,2586.9163396991207,33198759,59968.42371295,41565.224285714285,0,0
Show2,1,11,2020-11-16,6,Regular,8012.084215169112,9614.501058202935,3204.833686067645,41128699,67386.57074910273,48688.438571428575,0,0
Show2,1,12,2020-11-23,7,Regular,8931.956978502907,10718.348374203488,3572.7827914011627,45850713,76115.97771790042,54028.46428571428,0,0
Show2,1,13,2020-11-30,8,Regular,12141.109367750329,14569.331241300397,4856.443747100131,62324361,82746.38012846532,57653.68,0,0
Show2,1,14,2020-12-07,9,Regular,14414.0776188192,17296.893142583045,5765.631047527681,73992265,76683.43791372461,51761.77571428572,0,0
Show2,1,15,2020-12-14,10,Finale,15139.409078366516,18167.29089403982,6055.763631346606,77715634,92831.0048270494,67108.40857142858,0,0
Show2,2,1,2021-09-06,0,PreLaunch,6685.693688709012,16714.23422177253,20057.081066127037,69085501,40518.07724897758,27799.625714285718,0,0
Show2,2,2,2021-09-13,0,PreLaunch,5759.9641246536285,14399.910311634072,17279.892373960884,59519629,63167.37583716046,43177.80857142857,0,0
Show2,2,3,2021-09-20,0,PreLaunch,5087.200775034579,12718.001937586449,15261.60232510374,52567741,75249.58731736883,53444.19142857143,0,0
Show2,2,4,2021-09-27,0,PreLaunch,3701.177964833571,9252.944912083924,11103.533894500712,38245506,64182.02711546,46493.30142857142,0,0
Show2,2,5,2021-10-04,0,PreLaunch,3909.529478035234,9773.823695088086,11728.5884341057,40398470,70663.68116271283,50442.75428571429,0,0
Show2,2,6,2021-10-11,1,Premiere,2947.936778471218,7369.841946178045,8843.810335413653,30462013,58596.988378029615,41348.32571428572,0,1
Show2,2,7,2021-10-18,2,Regular,3402.918351578658,8507.295878946647,10208.755054735975,35163490,58843.03824143516,41540.09857142857,0,0
Show2,2,8,2021-10-25,3,Regular,3657.1366877429937,9142.841719357484,10971.41006322898,37790412,54113.3416241985,38341.15142857143,0,0
Show2,2,9,2021-11-01,4,Regular,2509.779166570737,6274.447916426841,7529.33749971221,25934384,51871.266818490745,36703.55285714286,1,0
Show2,2,10,2021-11-08,5,Regular,2425.809155245002,6064.522888112503,7277.427465735004,25066694,44803.1437162824,31488.182857142856,0,0
Show2,2,11,2021-11-15,6,Regular,2597.0532081653937,6492.633020413484,7791.159624496179,26836217,45833.48291391814,32131.197142857145,1,0
Show2,2,12,2021-11-22,7,Regular,3459.4481545719564,8648.62038642989,10378.344463715868,35747631,63799.07368190017,44619.41714285714,0,0
Show2,2,13,2021-11-29,8,Regular,3983.25866821168,9958.1466705292,11949.776004635043,41160339,54646.17835443536,37840.31142857143,0,0
Show2,2,14,2021-12-06,9,Regular,5825.382863994916,14563.45715998729,17476.14859198475,60195623,94195.92644635448,65672.76428571428,0,0
Show2,2,15,2021-12-13,10,Finale,6128.706024873528,15321.76506218382,18386.118074620583,63329962,90047.51190317875,61508.79285714286,0,0
Show2,3,1,2022-09-05,0,PreLaunch,15710.388645952771,6284.1554583811085,18852.466375143325,68078351,38398.24203968538,26841.00857142857,0,0
Show2,3,2,2022-09-12,0,PreLaunch,12161.485400579728,4864.594160231892,14593.782480695674,52699769,41906.85072065872,28920.50857142857,0,0
Show2,3,3,2022-09-19,0,PreLaunch,13612.422691627811,5444.969076651126,16334.907229953378,58987165,64614.77025710174,44517.25714285714,0,0
Show2,3,4,2022-09-26,0,PreLaunch,9381.331470300616,3752.532588120247,11257.597764360738,40652436,57208.92520138062,40149.16285714286,0,0
Show2,3,5,2022-10-03,0,PreLaunch,8295.375843252277,3318.150337300911,9954.451011902736,35946629,61789.04041227555,44112.43285714286,0,0
Show2,3,6,2022-10-10,1,Premiere,9268.729043459718,3707.491617383887,11122.47485215166,40164492,80782.52758979239,57289.60857142857,0,0
Show2,3,7,2022-10-17,2,Regular,7046.626888579857,2818.6507554319437,8455.95226629583,30535383,59199.92106833782,40510.21,0,0
Show2,3,8,2022-10-24,3,Regular,7670.594950953096,3068.2379803812387,9204.713941143717,33239245,67378.4515541828,46498.12,0,0
Show2,3,9,2022-10-31,4,Regular,7874.617275303834,3149.8469101215337,9449.540730364602,34123342,54019.04150773139,38321.52428571428,0,0
Show2,3,10,2022-11-07,5,Regular,5395.189349210639,2158.0757396842555,6474.227219052767,23379153,54549.551628912974,37648.74428571429,0,0
Show2,3,11,2022-11-14,6,Regular,6547.264623342196,2618.9058493368784,7856.717548010633,28371481,66339.87572191314,46288.89142857143,0,0
Show2,3,12,2022-11-21,7,Regular,9343.821830476243,3737.528732190497,11212.58619657149,40489894,53064.49535629096,37437.02857142857,0,0
Show2,3,13,2022-11-28,8,Regular,12707.14838459469,5082.859353837876,15248.578061513628,55064310,79321.90690694237,54757.22571428572,0,0
Show2,3,14,2022-12-05,9,Regular,12675.124864622774,5070.0499458491095,15210.149837547331,54925541,78100.14948440649,54752.40285714286,0,0
Show2,3,15,2022-12-12,10,Finale,14879.217234712669,5951.686893885068,17855.060681655203,64476609,78328.47866687641,53785.01285714286,0,0
Show2,4,1,2023-09-04,0,PreLaunch,15782.912348425343,6313.164939370138,18939.494818110416,68392620,41689.218538622845,28931.747142857144,0,0
Show2,4,2,2023-09-11,0,PreLaunch,13790.604473080162,5516.241789232065,16548.725367696192,59759286,57626.11306828098,40522.55714285715,0,0
Show2,4,3,2023-09-18,0,PreLaunch,12080.938002193352,4832.375200877342,14497.125602632028,52350731,63496.99686741814,43436.39428571429,0,0
Show2,4,4,2023-09-25,0,PreLaunch,10531.206213237994,4212.482485295198,12637.447455885593,45635226,51732.98883379174,36440.962857142855,0,0
Show2,4,5,2023-10-02,0,PreLaunch,7988.550238647009,3195.420095458804,9586.26028637641,34617051,56368.31855199917,39446.75285714286,0,0
Show2,4,6,2023-10-09,1,Premiere,8770.503168995147,3508.2012675980586,10524.603802794178,38005514,60342.26208109005,42572.96857142857,0,0
Show2,4,7,2023-10-16,2,Regular,8271.218951757868,3308.487580703147,9925.462742109445,35841949,61214.71241864601,42987.36714285715,0,0
Show2,4,8,2023-10-23,3,Regular,6964.236436480224,2785.69457459209,8357.083723776268,30178358,63736.233022698616,45484.81428571429,0,0
Show2,4,9,2023-10-30,4,Regular,8263.6643916901,3305.46575667604,9916.39727002812,35809213,61091.56824877469,42840.6,1,0
Show2,4,10,2023-11-06,5,Regular,6733.178306300435,2693.2713225201737,8079.813967560522,29177106,48066.78123446117,33440.345714285715,0,0
Show2,4,11,2023-11-13,6,Regular,5662.733466084012,2265.0933864336043,6795.2801593008135,24538512,56969.697799333335,39948.46142857143,0,0
Show2,4,12,2023-11-20,7,Regular,9705.075607862953,3882.030243145181,11646.090729435542,42055327,62963.08303391952,44416.235714285714,0,0
Show2,4,13,2023-11-27,8,Regular,10636.982317232085,4254.792926892834,12764.378780678502,46093590,67490.85543891169,47276.57428571429,0,0
Show2,4,14,2023-12-04,9,Regular,15602.747373270333,6241.098949308133,18723.2968479244,67611906,84117.51155693714,58916.40285714286,0,0
Show2,4,15,2023-12-11,10,Finale,19129.020992584123,7651.608397033648,22954.825191100947,82892424,99339.23503704008,68840.11142857143,0,0
Show2,5,1,2024-09-02,0,PreLaunch,16522.77182696692,5507.590608988974,13768.976522472434,63337292,37252.344011922985,25829.69428571428,0,0
Show2,5,2,2024-09-09,0,PreLaunch,17619.71163628552,5873.237212095172,14683.093030237933,67542227,49313.5388668436,33827.80285714286,0,0
Show2,5,3,2024-09-16,0,PreLaunch,14726.647310953049,4908.882436984349,12272.206092460872,56452148,47811.86347954012,34304.810000000005,0,0
Show2,5,4,2024-09-23,0,PreLaunch,13218.37348113613,4406.124493712043,11015.311234280109,50670431,68360.11073721034,47001.77142857143,0,0
Show2,5,5,2024-09-30,0,PreLaunch,12236.701353586916,4078.90045119564,10197.2511279891,46907355,69704.09860438413,48309.88571428572,0,0
Show2,5,6,2024-10-07,1,Premiere,10033.315080682762,3344.4383602275875,8361.09590056897,38461042,69012.3800260435,47812.875714285714,0,0
Show2,5,7,2024-10-14,2,Regular,8916.040127226706,2972.013375742235,7430.033439355589,34178154,55519.48457269863,39360.49714285714,0,0
Show2,5,8,2024-10-21,3,Regular,8199.437013337028,2733.145671112343,6832.864177780858,31431175,54143.3688137216,37740.66285714286,0,0
Show2,5,9,2024-10-28,4,Regular,7675.358547564598,2558.4528491882,6396.132122970498,29422208,66633.63298874955,47474.95857142857,0,1
Show2,5,10,2024-11-04,5,Regular,7654.807252737691,2551.6024175792304,6379.006043948075,29343428,56816.237727139545,39388.71428571428,0,0
Show2,5,11,2024-11-11,6,Regular,7977.460094858555,2659.1533649528515,6647.883412382129,30580264,60971.04884560668,42849.84,1,0
Show2,5,12,2024-11-18,7,Regular,11230.954944982092,3743.651648327364,9359.12912081841,43051994,60423.04103036223,41791.38714285714,0,0
Show2,5,13,2024-11-25,8,Regular,15312.730595065235,5104.24353168841,12760.608829221028,58698801,70054.77087713494,50541.118571428575,0,0
Show2,5,14,2024-12-02,9,Regular,17379.710426616653,5793.236808872217,14483.092022180545,66622224,87508.13292102636,60216.44714285714,0,0
Show2,5,15,2024-12-09,10,Finale,23561.55581586648,7853.85193862216,19634.629846555403,90319298,96706.51666083548,67994.17857142857,0,0
Show3,1,1,2020-09-08,0,PreLaunch,10430.72482153076,12516.869785836914,4172.289928612305,53544388,110671.8164128753,78171.68428571429,0,0
Show3,1,2,2020-09-15,0,PreLaunch,15900.211458237023,19080.25374988443,6360.08458329481,81621085,131443.12042473163,92554.0942857143,0,0
Show3,1,3,2020-09-22,0,PreLaunch,15179.524782521436,18215.429739025723,6071.809913008576,77921560,150713.44786381998,105220.16,0,0
Show3,1,4,2020-09-29,0,PreLaunch,14693.853927188116,17632.62471262574,5877.541570875247,75428450,164444.41096900057,114897.60428571427,0,0
Show3,1,5,2020-10-06,0,PreLaunch,15944.83482489087,19133.80178986905,6377.933929956348,81850153,181368.9284916892,127037.71,0,0
Show3,1,6,2020-10-13,1,Premiere,20590.57081565625,24708.684978787507,8236.228326262502,105698263,199926.1507171238,139654.41,0,0
Show3,1,7,2020-10-20,2,Regular,20949.72260287317,25139.667123447813,8379.88904114927,107541909,230202.4202731464,163360.56714285715,0,0
Show3,1,8,2020-10-27,3,Regular,22958.5724873402,27550.28698480824,9183.42899493608,117854005,233964.223836628,168946.79,0,0
Show3,1,9,2020-11-03,4,Regular,20839.60547746777,25007.526572961327,8335.842190987109,106976641,246009.66535680296,170835.2814285714,0,0
Show3,1,10,2020-11-10,5,Regular,18233.579548181257,21880.295457817505,7293.431819272503,93599042,241343.6653306396,165634.63285714286,0,0
Show3,1,11,2020-11-17,6,Regular,15411.010576721565,18493.212692065877,6164.404230688626,79109854,244499.84108036716,170934.04,0,0
Show3,1,12,2020-11-24,7,Regular,12987.478737725718,15584.974485270865,5194.991495090287,66669057,221370.93520612575,160670.38142857142,0,0
Show3,1,13,2020-12-01,8,Regular,13160.413076234208,15792.495691481048,5264.165230493682,67556787,218536.14348183884,151218.98142857145,0,0
Show3,1,14,2020-12-08,9,Regular,13293.549544069556,15952.259452883469,5317.419817627822,68240221,195077.52905417184,139751.81857142856,0,0
Show3,1,15,2020-12-15,10,Finale,10943.671868710931,13132.406242453118,4377.468747484373,56177515,196634.2704938537,140942.92428571428,0,0
Show3,2,1,2021-09-07,0,PreLaunch,9379.565594237156,11255.478713084589,3751.8262376948624,48148436,114841.6361132957,79753.39571428571,0,0
Show3,2,2,2021-09-14,0,PreLaunch,12716.47615731398,15259.771388776771,5086.590462925591,65277911,126324.60432499608,89145.98857142858,0,0
Show3,2,3,2021-09-21,0,PreLaunch,14836.167685326913,17803.401222392295,5934.467074130765,76158994,153709.625035168,110099.74,0,0
Show3,2,4,2021-09-28,0,PreLaunch,14650.943406105322,17581.132087326387,5860.377362442129,75208176,157307.33220144478,109518.73714285716,1,0
Show3,2,5,2021-10-05,0,PreLaunch,18131.65197490273,21757.982369883277,7252.66078996109,93075814,192154.3754944247,134116.8742857143,0,0
Show3,2,6,2021-10-12,1,Premiere,19757.195696947503,23708.634836337,7902.878278779,101420271,218624.0827636807,151765.16285714283,0,0
Show3,2,7,2021-10-19,2,Regular,18979.34936179152,22775.219234149823,7591.739744716609,97427327,211675.12423200597,146024.6,1,0
Show3,2,8,2021-10-26,3,Regular,22195.25862931775,26634.3103551813,8878.1034517271,113935661,229940.2697521082,159465.23857142855,0,0
Show3,2,9,2021-11-02,4,Regular,21013.805945324548,25216.567134389457,8405.52237812982,107870870,253238.0079988132,174167.1242857143,0,0
Show3,2,10,2021-11-09,5,Regular,20356.624732362758,24427.949678835303,8142.649892945103,104497340,259271.03002200465,181578.09,0,0
Show3,2,11,2021-11-16,6,Regular,18610.99325087509,22333.191901050108,7444.397300350037,95536432,242728.63852194083,168041.10142857142,0,0
Show3,2,12,2021-11-23,7,Regular,13197.444844963637,15836.933813956364,5278.977937985454,67746884,225776.6366117806,158571.48,0,0
Show3,2,13,2021-11-30,8,Regular,12483.608363382227,14980.330036058676,4993.443345352891,64082523,212974.59688428155,145768.55571428573,0,0
Show3,2,14,2021-12-07,9,Regular,12875.553388418764,15450.664066102518,5150.221355367506,66094507,197447.82620215483,138866.7942857143,0,0
Show3,2,15,2021-12-14,10,Finale,11264.770661691651,13517.724794029984,4505.908264676661,57825823,190157.55159603243,134695.3042857143,0,1
Show3,3,1,2022-09-06,0,PreLaunch,11266.122521042194,4506.449008416877,13519.347025250632,48819864,101140.01800264788,68781.54857142858,0,0
Show3,3,2,2022-09-13,0,PreLaunch,17315.914363318403,6926.365745327361,20779.09723598208,75035628,122192.9028690523,85992.10285714285,0,0
Show3,3,3,2022-09-20,0,PreLaunch,15101.272158133095,6040.508863253238,18121.52658975972,65438847,140931.43041626495,100382.17285714284,0,0
Show3,3,4,2022-09-27,0,PreLaunch,17896.444778861674,7158.57791154467,21475.73373463401,77551261,159045.63317672163,109408.06142857144,0,0
Show3,3,5,2022-10-04,0,PreLaunch,19560.717434809285,7824.286973923715,23472.860921771146,84763109,184603.9255604848,132310.38285714286,0,0
Show3,3,6,2022-10-11,1,Premiere,20922.375672207814,8368.950268883125,25106.850806649378,90663629,181827.3655779074,128041.04714285712,0,0
Show3,3,7,2022-10-18,2,Regular,20752.994475770687,8301.197790308275,24903.593370924824,89929643,207478.21192043612,143772.00285714286,0,0
Show3,3,8,2022-10-25,3,Regular,23054.934043914145,9221.97361756566,27665.920852696978,99904714,212861.4106933656,148884.27714285714,0,0
Show3,3,9,2022-11-01,4,Regular,18360.194726175243,7344.077890470097,22032.233671410293,79560844,214093.5151771948,151060.80285714287,0,0
Show3,3,10,2022-11-08,5,Regular,17932.373987620394,7172.949595048158,21518.848785144477,77706954,218698.6559283389,153255.2814285714,0,0
Show3,3,11,2022-11-15,6,Regular,16019.540965389777,6407.816386155911,19223.44915846773,69418011,201448.61701459723,142099.34857142856,0,1
Show3,3,12,2022-11-22,7,Regular,15431.44000926478,6172.576003705911,18517.72801111773,66869573,207895.76245069067,143612.99285714285,0,0
Show3,3,13,2022-11-29,8,Regular,16964.07047449922,6785.628189799689,20356.884569399062,73510972,206678.53434871387,145025.00714285715,0,0
Show3,3,14,2022-12-06,9,Regular,9958.450784581531,3983.380313832613,11950.14094149784,43153287,194167.10627563,133172.0057142857,0,1
Show3,3,15,2022-12-13,10,Finale,11449.564489686978,4579.825795874791,13739.477387624373,49614779,185354.51271882487,129541.99571428572,0,0
Show3,4,1,2023-09-05,0,PreLaunch,8986.375852296802,3594.550340918721,10783.651022756165,38940962,123600.68858154886,85403.24571428572,0,0
Show3,4,2,2023-09-12,0,PreLaunch,11910.085167763207,4764.034067105284,14292.10220131585,51610369,112553.96262131448,77959.9057142857,0,0
Show3,4,3,2023-09-19,0,PreLaunch,15841.357995667666,6336.543198267066,19009.6295948012,68645885,129873.7220642472,92516.96571428572,0,0
